# Urdu word -> IPA, as espeak-ng says it.
# Written by tools/urdu/lexbuild.py; do not edit by hand.
# 101580 words, of which 7504 had to be asked one at a time.
؁	sˈan
عنفہ	ˈanəfa
عنفیں	ˈanfˌẽː
عنفیہ	ˌanfˈiːa
عنق	ˈanəq
عنقا	ˈanqˌaː
عنقائی	ˌanqˈaːi
عنقائیت	ˌanqˌaːiˈat
عنقائیتیں	ˌanqˌaːiˈatẽː
عنقاد	ˌanqˈaːd
عنقریب	ˌanəqrˈiːb
عنقود	ˌanqˈoːd
عنقودی	ˌanqˈoːdi
عنقی	ˈanqˌiː
عنوان	ʊnʋˈaːn
عنوانات	ʊnʋˈaːnaːt
عنوانوں	ʊnʋˈaːnõː
عنوانی	ʊnʋˈaːni
عنواں	ˈanʋãː
عنود	anˈoːd
عنودی	anˈoːdi
عنوہ	anˈoːa
عنکبوت	ˌanəkbˈoːt
عنکبوتی	ˌanəkbˈoːti
عنکبوتیہ	ˌanəkboːtˈiːa
عنکبہ	ˈanəkˌəbˌa
عنھا	ˈanhaː
عنھم	ˈanhm
عنھما	ˈanhmaː
عنہ	ˈanˌa
عنہا	ˈanhˌaː
عنہم	ˈanəhˌəm
عنہما	anˈʌhmaː
عنی	ˈani
عنیا	ˈanjaː
عنیار	ˈanjaːr
عنید	anˈiːd
عنیدہ	anˈiːda
عنیف	anˈiːf
عنیفہ	anˈiːfˌa
عنیق	anˈiːq
عنیقہ	anˈiːqˌa
عنیل	anˈiːl
عنین	anˈiːn
عوئمر	ˌaoːˈɪmər
عوا	ˈaʋaː
عوائب	aʋˈaɪb
عوائد	aʋˈaɪd
عوائق	aʋˈaɪq
عواد	aʋˈaːd
عوار	aʋˈaːr
عوارض	aʋˈaːrəz
عوارف	aʋˈaːrəf
عوازب	aʋˈaːzəb
عواصف	aʋˈaːʂɪf
عواطف	aʋˈaːtəf
عواقب	aʋˈaːqɪb
عوالم	aʋˈaːlɪm
عوام	aʋˈaːm
عوامل	aʋˈaːməl
عوامی	aʋˈaːmi
عوامیت	ˌaʋaːmiˈat
عوامیتیں	ˌaʋaːmiˈatẽː
عوان	aʋˈaːn
عوانیں	aʋˈaːnẽː
عوبیہ	ˌaoːbˈiːa
عوج	aˈoːɟ
عوجی	aˈoːɟi
عود	aˈoːd
عودان	ˌaoːdˈaːn
عودہ	aˈoːda
عودی	aˈoːdi
عودیہ	ˌaoːdˈiːa
عوذر	aˈoːzər
عوذل	aˈoːzəl
عور	aˈoːr
عورات	ˌaoːrˈaːt
عورت	aˈoːrət
عورتانہ	ˌaoːrtˈaːnˌa
عورتوں	aˈoːrtˌõː
عورتيں	aˈoːrtˌẽː
عورتیں	aˈoːrtˌẽː
عورۃ	aˈoːrət
عوز	aˈoːz
عوزر	aˈoːzər
عوسج	aˈoːsəɟ
عوض	ɪʋˈaz
عوضانہ	ˌaoːzˈaːnˌa
عوضی	aˈoːzi
عوف	aˈoːf
عون	aˈoːn
عوید	aʋˈiːd
عویدص	aʋˈiːdəʂ
عویس	aʋˈiːs
عویسہ	aʋˈiːsˌa
عویص	aʋˈiːʂ
عویصہ	aʋˈiːʂˌa
عوین	aʋˈiːn
عکار	akˈaːr
عکاس	akˈaːs
عکاسی	akˈaːsi
عکاشہ	akˈaːʃˌa
عکاظ	akˈaːʐ
عکاک	akˈaːk
عکبر	ˈakəbˌər
عکرب	ˈakərˌəb
عکرشہ	ˈakərˌəʃˌa
عکرمہ	ˈakərˌəmˌa
عکس	ˈaks
عکسا	ˈaksˌaː
عکسالہ	ˌaksˈaːlˌa
عکسبند	ˌakəsəbˈʌnd
عکسبندی	ˌakəsəbˈʌndi
عکسہ	ˈaksa
عکسی	ˈaksˌiː
عکسیلہ	ˌaksˈiːlˌa
عکف	ˈakəf
عکوس	akˈoːs
عکوف	akˈoːf
عکوفی	akˈoːfi
عکہ	ˈakˌa
عہ	ˈaa
عہج	ˈahəɟ
عہد	ˈɛhɛd
عہدالست	ˈahdaːlˌəst
عہدوں	ˌoːhdˈoːn
عہدہ	ˈoːhda
عہدہدار	ˌahədhdˈaːr
عہدہداری	ˌahədhdˈaːri
عہدیت	ˈɛhɛdˌiːat
عہدیتیں	ˈahdiˌatẽː
عہدیدار	ˌɔhdeːdˈaːr
عہدیداران	ˈahdidˌaːraːn
عہدیداروں	ˈahdidˌaːrõː
عہدے	ˈoːhdˌeː
عہود	ahˈoːd
عہید	ahˈiːd
عیاث	ajˈaːs
عیاد	ajˈaːd
عیادت	ajˈaːdət
عیادتوں	ajˈaːdtˌõː
عیادتیں	ajˈaːdtˌẽː
عیاذ	ajˈaːz
عیار	ajˈaːr
عیاروں	ajˈaːrõː
عیارگی	ajˈaːrɡˌiː
عیارگیاں	ˌajaːrˈʌɡjãː
عیاری	ajˈaːri
عیاز	ajˈaːz
عیاش	ajˈaːʃ
عیاشی	ajˈaːʃi
عیاشیانہ	ajˈaːʃjaːna
عیاشیاں	ajˈaːʃjãː
عیاشیوں	ajˈaːʃiˌõː
عیاض	ajˈaːz
عیافہ	ajˈaːfˌa
عیال	ajˈaːl
عیالدار	ˌajaːldˈaːr
عیالداری	ˌajaːldˈaːri
عیانا	ajˈaːnaː
عیانی	ajˈaːni
عیاڈ	ajˈaːɖ
عیاڈا	ajˈaːɖaː
عیاں	ˈajãː
عیب	ˈɛːb
عیبدار	ˈɛːbdaːr
عیبناک	ˈɛːbnaːk
عیبوں	ˈɛːbõː
عیبی	ˈɛːbi
عیث	aˈiːs
عید	ˈiːd
عیدالاضحی	ˈiːdaːlˌaːzhˌiː
عیدالافطر	ˈiːdaːlˌaːfətˌər
عیدالزہرا	ˈiːdaːlˌəzhrˌaː
عیدالفطر	ˈiːdaːlˌəfətˌər
عیدالقیامہ	ˈiːdaːlqjaːma
عیدان	ˈiːdaːn
عیدوں	ˈiːdõː
عیدگہ	ˈiːdɡəˌa
عیدی	ˈiːdi
عیدیاں	ˈiːdjãː
عیدین	ˈiːdin
عیدیوں	ˈiːdiˌõː
عیدیں	ˈiːdẽː
عیزار	ˌaizˈaːr
عیزہ	aˈiːzˌa
عیسا	ˈiːsaː
عیسائی	ˈiːsaːˌiː
عیسائیت	ˈiːsaːˌiːat
عیسائیوں	ˈiːsaːˌiõː
عیسدہ	ˈiːsda
عیسفہ	ˈiːsfəˌa
عیسوی	ˈiːsʋi
عیسویت	ˈiːsoːˌiːat
عیسویتیں	ˈiːsʋitˌẽː
عیسویہ	ˈiːsʋiˌa
عیسی	ˈiːsi
عیسیٰ	ˈiːsaː
عیسے	ˈiːseː
عیش	ˈɛːʃ
عیشل	ˈɛːʃl
عیشہ	ˈɛːʃa
عیشی	ˈɛːʃi
عیص	aˈiːʂ
عیصوم	ˌaiʂˈoːm
عیطا	aˈiːtaː
عیفہ	aˈiːfˌa
عیقہ	aˈiːqˌa
عیل	aˈiːl
عیلہ	aˈiːlˌa
عیلی	aˈiːli
عیمان	ˌaimˈaːn
عیمہ	aˈiːmˌa
عین	aˈiːn
عینا	aˈiːnaː
عینو	aˈiːnoː
عینک	aˈiːnək
عینکوں	aˈiːnkˌõː
عینکیں	aˈiːnkˌẽː
عینہ	aˈiːnˌa
عینی	aˈiːni
عینیت	ˌainiˈat
عینین	ˌainˈiːn
عینیہ	ˌainˈiːa
عیوب	ˌaeːˈoːb
عیوث	ˌaeːˈoːs
عیوض	ˌaeːˈoːz
عیوضانہ	ˌaeːoːzˈaːnˌa
عیوضی	ˌaeːˈoːzi
عیوف	ˌaeːˈoːf
عیوق	ˌaeːˈoːq
عیون	ˌaeːˈoːn
غ	ɣˈaɪn
غأ	ɣˈʌ
غاؤن	ɣaːˈoːn
غائب	ɣˈaɪb
غائبانہ	ɣaɪbˈaːnˌa
غائبانی	ɣaɪbˈaːni
غائبانیاں	ɣaɪbˈaːnjãː
غائبباز	ɣˌaɪbbˈaːz
غائبیت	ɣˌaɪbiˈat
غائبین	ɣaɪbˈiːn
غائبیں	ɣˈaɪbẽː
غائت	ɣˈaɪt
غائتی	ɣˈaːti
غائر	ɣˈaɪr
غائرہ	ɣˈaɪrˌa
غائریت	ɣˌaɪriˈat
غائرین	ɣaɪrˈiːn
غائط	ɣˈaɪt
غائطی	ɣˈaɪti
غائلہ	ɣˈaɪlˌa
غائی	ɣˈaːi
غائیا	ɣˈaːjaː
غائیو	ɣaːˈeːoː
غاب	ɣˈaːb
غابات	ɣˌaːbˈaːt
غابر	ɣˈaːbɪr
غابریت	ɣˌaːbɪriˈat
غابرین	ɣˌaːbrˈiːn
غابط	ɣˈaːbɪt
غابطہ	ɣˈaːbəta
غابہ	ɣˈaːbˌa
غاد	ɣˈaːd
غادر	ɣˈaːdɪr
غادرہ	ɣˈaːdəra
غادریت	ɣˌaːdɪriˈat
غادرین	ɣˌaːdrˈiːn
غادف	ɣˈaːdɪf
غادفہ	ɣˈaːdəfa
غادہ	ɣˈaːda
غادی	ɣˈaːdi
غادیہ	ɣaːdˈiːa
غاذف	ɣˈaːzəf
غاذی	ɣˈaːzi
غاذیات	ɣˌaːziˈaːt
غاذیہ	ɣaːzˈiːa
غار	ɣˈaːr
غارا	ɣˈaːraː
غارب	ɣˈaːrɪb
غاربہ	ɣˈaːrəba
غاربی	ɣˈaːrbˌiː
غاربیو	ɣˌaːrbˈeːoː
غاربیوں	ɣˈaːrbˌiõː
غارت	ɣˈaːrət
غارتن	ɣˈaːrətˌən
غارتنی	ɣˈaːrətni
غارتگاہ	ɣˌaːrətɡˈaːh
غارتگاہیں	ɣˌaːrətɡˈaːhẽː
غارتگر	ɣˈaːrətˌəɡər
غارتگری	ɣˈaːrətˌəɡrˌiː
غارتی	ɣˈaːrtˌiː
غارثور	ɣˌaːrsˈoːr
غارس	ɣˈaːrɪs
غارسہ	ɣˈaːrəsa
غارفہ	ɣˈaːrəfa
غارق	ɣˈaːrɪq
غارقات	ɣˌaːrɪqˈaːt
غارقہ	ɣˈaːrəqa
غارقین	ɣˌaːrqˈiːn
غارم	ɣˈaːrɪm
غارمات	ɣˌaːrɪmˈaːt
غارمہ	ɣˈaːrəma
غارمی	ɣˈaːrmˌiː
غارمین	ɣˌaːrmˈiːn
غاروں	ɣˈaːrõː
غارہ	ɣˈaːrˌa
غاری	ɣˈaːri
غاریات	ɣˌaːriˈaːt
غاریقون	ɣˌaːriqˈoːn
غاریں	ɣˈaːrẽː
غاریہ	ɣaːrˈiːa
غازابیگی	ɣˌaːzaːbˈiːɡi
غازایہ	ɣaːzˈaːja
غازل	ɣˈaːzəl
غازوں	ɣˈaːzõː
غازہ	ɣˈaːzˌa
غازی	ɣˈaːzi
غازیانہ	ɣˈaːzjaːna
غازیہ	ɣaːzˈiːa
غازے	ɣˈaːzeː
غاسق	ɣˈaːsɪq
غاسقہ	ɣˈaːsəqa
غاسقی	ɣˈaːsqˌiː
غاسل	ɣˈaːsɪl
غاسلات	ɣˌaːsɪlˈaːt
غاسلہ	ɣˈaːsəla
غاسلین	ɣˌaːslˈiːn
غاسلیں	ɣˈaːslˌẽː
غاسول	ɣaːsˈoːl
غاشدار	ɣˌaːʃɪdˈaːr
غاشداری	ɣˌaːʃɪdˈaːri
غاشہ	ɣˈaːʃˌa
غاشیہ	ɣaːʃˈiːa
غاص	ɣˈaːʂ
غاصب	ɣˈaːʂɪb
غاصبانہ	ɣˌaːʂbˈaːnˌa
غاصبیت	ɣˌaːʂɪbiˈat
غاصبین	ɣˌaːʂbˈiːn
غاصف	ɣˈaːʂɪf
غاضب	ɣˈaːzəb
غاضبات	ɣˌaːzəbˈaːt
غاضبہ	ɣˈaːzəba
غاضبی	ɣˈaːzbˌiː
غاضبین	ɣˌaːzbˈiːn
غاضف	ɣˈaːzəf
غاضفہ	ɣˈaːzəfa
غاط	ɣˈaːt
غاطیہ	ɣaːtˈiːa
غافث	ɣˈaːfɪs
غافر	ɣˈaːfɪr
غافرالذنوب	ɣˌaːfrˌaːləznˈoːb
غافرہ	ɣˈaːfəra
غافریت	ɣˌaːfɪriˈat
غافل	ɣˈaːfɪl
غافلی	ɣˈaːflˌiː
غافلیاں	ɣaːfˈʌljãː
غافلیت	ɣˌaːfɪliˈat
غافلیتیں	ɣˌaːfliˈatẽː
غافلین	ɣˌaːflˈiːn
غافنہ	ɣˈaːfəna
غاق	ɣˈaːq
غالب	ɣˈaːlɪb
غالبا	ɣˈaːlbˌaː
غالبہ	ɣˈaːləba
غالبی	ɣˈaːlbˌiː
غالبیات	ɣˌaːlbiˈaːt
غالبیاں	ɣaːlˈʌbjãː
غالبیت	ɣˌaːlɪbiˈat
غالبییت	ɣˌaːlbˌiːiˈat
غالوک	ɣaːlˈoːk
غالوکیں	ɣaːlˈoːkẽː
غالچہ	ɣˈaːlcˌa
غالی	ɣˈaːli
غالیانہ	ɣˈaːljaːna
غالیون	ɣˌaːleːˈoːn
غالیونی	ɣˌaːleːˈoːni
غالیچہ	ɣaːlˈiːca
غالیچے	ɣaːlˈiːceː
غالیہ	ɣaːlˈiːa
غامدی	ɣˈaːmdˌiː
غامر	ɣˈaːmɪr
غامز	ɣˈaːmɪz
غامض	ɣˈaːmɪz
غامضہ	ɣˈaːməza
غامضیت	ɣˌaːmɪziˈat
غامیز	ɣaːmˈiːz
غانم	ɣˈaːnəm
غانما	ɣˈaːnmˌaː
غانمات	ɣˌaːnəmˈaːt
غانمہ	ɣˈaːnəma
غانمین	ɣˌaːnmˈiːn
غانی	ɣˈaːni
غانیات	ɣˌaːniˈaːt
غانیاں	ɣˈaːnjãː
غانیہ	ɣaːnˈiːa
غانیین	ɣˈaːnjin
غاور	ɣˈaːʋər
غاوری	ɣˈaːʋrˌiː
غاوریات	ɣˌaːʋriˈaːt
غاوی	ɣˈaːʋi
غاویات	ɣˌaːʋiˈaːt
غاوین	ɣaːʋˈiːn
غاویہ	ɣaːʋˈiːa
غاٹا	ɣˈaːʈaː
غاٹیر	ɣaːʈˈiːr
غایات	ɣˌaːiˈaːt
غایب	ɣaːjˈab
غایت	ɣaːjˈat
غایتی	ɣˈaːjatˌiː
غایتیت	ɣˌaːjatiˈat
غب	ɣˈʌb
غباب	ɣəbˈaːb
غبادت	ɣəbˈaːdət
غبادتی	ɣəbˈaːdtˌiː
غبادتیں	ɣəbˈaːdtˌẽː
غبار	ɣʊbˈaːr
غبارا	ɣʊbˈaːraː
غباروں	ɣʊbˈaːrõː
غبارچی	ɣʊbˈaːrci
غبارچیے	ɣʊbˈaːrcjeː
غبارہ	ɣʊbˈaːra
غباری	ɣʊbˈaːri
غباریے	ɣʊbˈaːrjeː
غبارے	ɣʊbˈaːreː
غباوت	ɣəbˈaːʋət
غباوتیں	ɣəbˈaːʋtˌẽː
غبایت	ɣˌəbaːjˈat
غبایتی	ɣəbˈaːjatˌiː
غبب	ɣˈʌbəb
غبرا	ɣˈʌbrˌaː
غبرہ	ɣˈʌbəra
غبطر	ɣˈʌbətˌər
غبطری	ɣˈʌbətri
غبطہ	ɣˈʌbəta
غبغب	ɣˈʌbəɣˌəb
غبغبہ	ɣˈʌbəɣˌəbˌa
غبن	ɣˈʌbən
غبنی	ɣˈʌbnˌiː
غبوق	ɣəbˈoːq
غبوقیں	ɣəbˈoːqẽː
غبی	ɣˈʌbi
غبیر	ɣəbˈiːr
غبیرا	ɣəbˈiːraː
غبیط	ɣəbˈiːt
غتربود	ɣˌətərbˈoːd
غتوم	ɣətˈoːm
غثی	ɣˈʌsi
غثیان	ɣəsjˈaːn
غثیثہ	ɣəsˈiːsˌa
غد	ɣˈʌd
غدا	ɣˈʌdaː
غداؤ	ɣədˈaːoː
غداؤں	ɣˌədaːˈoːn
غدائی	ɣədˈaːi
غدائیات	ɣˌədaːiˈaːt
غدائیت	ɣˌədaːiˈat
غدائیں	ɣədˈaːẽː
غدائیہ	ɣˌədaːˈiːa
غدار	ɣədˈaːr
غدارانہ	ɣˌədaːrˈaːnˌa
غداروں	ɣədˈaːrõː
غدارہ	ɣədˈaːrˌa
غداری	ɣədˈaːri
غداۃ	ɣədˈaːt
غدد	ɣˈʌdəd
غدر	ɣˈʌdər
غدری	ɣˈʌdrˌiː
غدفل	ɣˈʌdəfˌəl
غدو	ɣˈʌdoː
غدود	ɣʊdˈuːd
غدودہ	ɣədˈoːda
غدودی	ɣədˈoːdi
غدودیں	ɣədˈoːdẽː
غدور	ɣədˈoːr
غدہ	ɣˈʌda
غدی	ɣˈʌdi
غدیاں	ɣˈʌdjãː
غدیر	ɣədˈiːr
غدیرخم	ɣədˈiːrəxˌəm
غدیرہ	ɣədˈiːrˌa
غذا	ɣˈɪzaː
غذاؤ	ɣɪzˈaːoː
غذاؤں	ɣˌɪzaːˈoːn
غذائی	ɣɪzˈaːi
غذائیات	ɣˌɪzaːiˈaːt
غذائیت	ɣˌɪzaːiˈat
غذائیں	ɣɪzˈaːẽː
غذائیہ	ɣˌɪzaːˈiːa
غذاوں	ɣɪzˈaːõː
غذوان	ɣəzʋˈaːn
غذک	ɣˈʌzək
غذکی	ɣˈʌzkˌiː
غر	ɣˈʌr
غرا	ɣˈʌraː
غراؤ	ɣərˈaːoː
غراؤں	ɣˌəraːˈoːn
غرائب	ɣərˈaɪb
غرائبات	ɣˌəraɪbˈaːt
غرائی	ɣərˈaːi
غرائیں	ɣərˈaːẽː
غرائیے	ɣərˈaːjeː
غرائے	ɣərˈaːeː
غراب	ɣərˈaːb
غرابت	ɣərˈaːbət
غرابتتیں	ɣərˈaːbəttĩː
غرابی	ɣərˈaːbi
غراتا	ɣərˈaːtaː
غراتی	ɣərˈaːti
غراتیں	ɣərˈaːtẽː
غراتے	ɣərˈaːteː
غرارا	ɣərˈaːraː
غرارٹ	ɣərˈaːrʈ
غرارٹیں	ɣərˈaːrʈẽː
غرارہ	ɣərˈaːrˌa
غرارے	ɣərˈaːreː
غراز	ɣərˈaːz
غرازی	ɣərˈaːzi
غرازیاں	ɣərˈaːzjãː
غرازیت	ɣˌəraːziˈat
غراضہ	ɣərˈaːzˌa
غرام	ɣərˈaːm
غرامت	ɣərˈaːmət
غرامتیں	ɣərˈaːmtˌẽː
غرامی	ɣərˈaːmi
غرانا	ɣərˈaːnaː
غرانٹ	ɣərˈaːnʈ
غرانٹی	ɣərˈaːnʈi
غرانیق	ɣˌəraːnˈiːq
غرانے	ɣərˈaːneː
غراٹا	ɣərˈaːʈaː
غراہٹ	ɣərˈaːhəʈ
غرایا	ɣərˈaːjaː
غرب	ɣˈʌrəb
غربا	ɣʊrˈabaː
غرباء	ɣˈʌrbˌaː
غرباا	ɣˌərbˈaːaː
غربال	ɣˌərbˈaːl
غربالی	ɣˌərbˈaːli
غربان	ɣˌərbˈaːn
غربت	ɣˈʊrbat
غربتیں	ɣˈʌrəbtĩː
غربی	ɣˈʌrbˌiː
غربیب	ɣˌərbˈiːb
غربیبی	ɣˌərbˈiːbi
غربیلہ	ɣˌərbˈiːlˌa
غرثان	ɣˌərsˈaːn
غرزت	ɣˈʌrəzˌət
غرزنگ	ɣˈʌrəzˌənɡ
غرزنگی	ɣˈʌrəzˌənɡˌiː
غرسیلہ	ɣˌərsˈiːlˌa
غرش	ɣˈʌrəʃ
غرض	ɣˈʌrəz
غرضی	ɣˈʌrzˌiː
غرضیکہ	ɣˌərzˈiːkˌa
غرغر	ɣˈʌrəɣˌər
غرغراہٹ	ɣˌərəɣrˈaːhəʈ
غرغراہٹیں	ɣˌərəɣrˈaːhʈẽː
غرغرہ	ɣˈʌrəɣˌərˌa
غرغشا	ɣˈʌrəɣʃaː
غرغشہ	ɣˈʌrəɣˌəʃˌa
غرغپ	ɣˈʌrəɣˌəp
غرغپی	ɣˈʌrəɣpi
غرفات	ɣˌərəfˈaːt
غرفش	ɣˈʌrəfˌəʃ
غرفہ	ɣˈʌrəfa
غرفی	ɣˈʌrfˌiː
غرفیاں	ɣərˈʌfjãː
غرفیہ	ɣˌərfˈiːa
غرق	ɣˈʌrəq
غرقاب	ɣˌərqˈaːb
غرقابی	ɣˌərqˈaːbi
غرقات	ɣˌərəqˈaːt
غرقہ	ɣˈʌrəqa
غرناطہ	ɣˌərnˈaːtˌa
غرندہ	ɣərˈʌnda
غرنوق	ɣˌərnˈuːq
غرنگ	ɣˈʌrənɡ
غرنگی	ɣˈʌrənɡi
غرنیق	ɣˌərnˈiːq
غروب	ɣərˈoːb
غرور	ɣʊrˈuːr
غرورحسن	ɣʊrˈuːrhəsˌən
غرورشکن	ɣʊrˈuːrʃəkˌən
غروری	ɣʊrˈuːri
غروریاں	ɣʊrˈuːrjãː
غرچہ	ɣˈʌrca
غرہ	ɣˈʌrˌa
غریب	ɣərˈiːb
غریبانہ	ɣˌəribˈaːnˌa
غریباں	ɣərˈiːbãː
غریبتی	ɣərˈiːbtˌiː
غریبتیاں	ɣˌəribˈʌtjãː
غریبوں	ɣərˈiːbõː
غریبڑا	ɣərˈiːbr.ˌaː
غریبی	ɣərˈiːbi
غریدہ	ɣərˈiːda
غریر	ɣərˈiːr
غریری	ɣərˈiːri
غریزہ	ɣərˈiːzˌa
غریزی	ɣərˈiːzi
غریزیہ	ɣˌərizˈiːa
غریف	ɣərˈiːf
غریق	ɣərˈiːq
غریقی	ɣərˈiːqi
غریل	ɣərˈiːl
غریلی	ɣərˈiːli
غریو	ɣərˈeːoː
غریوا	ɣərˈeːʋaː
غریوی	ɣərˈeːʋi
غریویں	ɣərˈeːʋẽː
غز	ɣˈʌz
غزا	ɣˈʌzaː
غزات	ɣˌəzˈaːt
غزار	ɣəzˈaːr
غزارت	ɣəzˈaːrət
غزارتیں	ɣəzˈaːrtˌẽː
غزال	ɣəzˈaːl
غزالاں	ɣəzˈaːlãː
غزالوں	ɣəzˈaːlõː
غزالہ	ɣəzˈaːlˌa
غزالی	ɣəzˈaːli
غزالیں	ɣəzˈaːlẽː
غزام	ɣəzˈaːm
غزرا	ɣˈʌzrˌaː
غزرات	ɣˌəzərˈaːt
غزرت	ɣˈʌzərˌət
غزل	ɣˈʌzəl
غزلوں	ɣˈʌzlˌõː
غزلہ	ɣˈʌzəla
غزلیات	ɣˌəzliˈaːt
غزلیاتی	ɣˌəzljˈaːti
غزلیں	ɣˈʌzlˌẽː
غزلیہ	ɣˌəzlˈiːa
غزنوق	ɣˌəznˈuːq
غزنوی	ɣəzˈʌnʋi
غزنی	ɣˈʌznˌiː
غزوات	ɣˌəzoːˈaːt
غزواتی	ɣəzʋˈaːti
غزووں	ɣˈʌzʋõː
غزوہ	ɣəzˈoːa
غزوی	ɣˈʌzʋi
غزوے	ɣˈʌzʋeː
غزہ	ɣˈʌzˌa
غزی	ɣˈʌzi
غزیرہ	ɣəzˈiːrˌa
غزیز	ɣəzˈiːz
غزیں	ɣˈʌzẽː
غساق	ɣəsˈaːq
غساقی	ɣəsˈaːqi
غسال	ɣəsˈaːl
غسالنی	ɣəsˈaːlnˌiː
غسالنیاں	ɣˌəsaːlˈʌnjãː
غسالہ	ɣəsˈaːlˌa
غسل	ɣˈʊsl
غسلی	ɣˈʊsli
غسول	ɣəsˈoːl
غسولات	ɣˌəsoːlˈaːt
غسولی	ɣəsˈoːli
غسیل	ɣəsˈiːl
غسیلات	ɣˌəsilˈaːt
غش	ɣˈʌʃ
غشارب	ɣəʃˈaːrəb
غشمشم	ɣˈʌʃəmˌəʃəm
غشمشمی	ɣˈʌʃəmˌəʃmˌiː
غشمشمیاں	ɣˌəʃəməʃˈʌmjãː
غشمیر	ɣˌəʃmˈiːr
غشمیرہ	ɣˌəʃmˈiːrˌa
غشی	ɣˈʌʃi
غشیاں	ɣˈʌʃjãː
غشیں	ɣˈʌʃẽː
غصالا	ɣəʂˈaːlaː
غصب	ɣˈʌʂəb
غصبا	ɣˈʌʂbˌaː
غصبی	ɣˈʌʂbˌiː
غصن	ɣˈʌʂən
غصنک	ɣˈʌʂənˌək
غصنہ	ɣˈʌʂəna
غصون	ɣəʂˈoːn
غصہ	ɣˈʊʂʂa
غصیل	ɣəʂˈiːl
غصیلا	ɣəʂˈiːlaː
غصیلوں	ɣəʂˈiːlõː
غصیلی	ɣəʂˈiːli
غصیلیاں	ɣəʂˈiːljãː
غصیلے	ɣəʂˈiːleː
غصے	ɣˈʊʂeː
غصےسےبھرا	ɣˌəʂeːsˈeːbʰrˌaː
غض	ɣˈʌz
غضائر	ɣəzˈaɪr
غضار	ɣəzˈaːr
غضارت	ɣəzˈaːrət
غضارتی	ɣəzˈaːrtˌiː
غضارتیں	ɣəzˈaːrtˌẽː
غضارہ	ɣəzˈaːrˌa
غضاریف	ɣˌəzaːrˈiːf
غضب	ɣˈʌzəb
غضبا	ɣˈʌzbˌaː
غضبارہ	ɣˌəzbˈaːrˌa
غضبان	ɣˌəzbˈaːn
غضبانی	ɣˌəzbˈaːni
غضبناک	ɣˌəzəbnˈaːk
غضبناکی	ɣˌəzəbnˈaːki
غضبی	ɣˈʌzbˌiː
غضبیت	ɣˌəzəbiˈat
غضبیہ	ɣˌəzbˈiːa
غضروف	ɣˌəzrˈuːf
غضروفی	ɣˌəzrˈuːfi
غضروفیں	ɣˌəzrˈuːfẽː
غضفر	ɣˈʌzəfˌər
غضنفر	ɣˈʌzənˌəfər
غضنفرہ	ɣˈʌzənˌəfəra
غضنفری	ɣˈʌzənˌəfrˌiː
غضنفریت	ɣˌəzənˌəfəriˈat
غضنہ	ɣˈʌzəna
غضیر	ɣəzˈiːr
غضیرہ	ɣəzˈiːrˌa
غضیض	ɣəzˈiːz
غضیل	ɣəzˈiːl
غضیلا	ɣəzˈiːlaː
غضیلے	ɣəzˈiːleː
غطا	ɣˈʌtaː
غطاؤ	ɣətˈaːoː
غطاؤں	ɣˌətaːˈoːn
غطائیں	ɣətˈaːẽː
غطریف	ɣˌətrˈiːf
غطریفی	ɣˌətrˈiːfi
غطریق	ɣˌətrˈiːq
غطفط	ɣˈʌtəfˌət
غطفطی	ɣˈʌtəfti
غطیم	ɣətˈiːm
غف	ɣˈʌf
غفار	ɣəfˈaːr
غفاری	ɣəfˈaːri
غفاریت	ɣˌəfaːriˈat
غفر	ɣˈʌfər
غفرا	ɣˈʌfrˌaː
غفران	ɣˌəfrˈaːn
غفرانیت	ɣˌəfrˌaːniˈat
غفص	ɣˈʌfəʂ
غفصی	ɣˈʌfʂˌiː
غفلت	ɣˈaflat
غفلتوں	ɣˈaflatˌõː
غفلتی	ɣˈaflatˌiː
غفلتیں	ɣˈaflatˌẽː
غفو	ɣˈʌfoː
غفور	ɣafˈuːr
غفورالرحیم	ɣˌəfoːrˌaːlərhˈiːm
غفوراں	ɣəfˈoːrãː
غفوری	ɣəfˈoːri
غفوریت	ɣˌafuːriˈat
غفوریتیں	ɣˌəfoːriˈatẽː
غفول	ɣəfˈoːl
غفکر	ɣˈʌfəkˌər
غفی	ɣˈʌfi
غفیاں	ɣˈʌfjãː
غفیر	ɣəfˈiːr
غفیرہ	ɣəfˈiːrˌa
غفیریت	ɣˌəfiriˈat
غفیریتیں	ɣˌəfiriˈatẽː
غل	ɣˈʌl
غلا	ɣˈʌlaː
غلات	ɣˌəlˈaːt
غلاتیہ	ɣˌəlaːtˈiːa
غلاظ	ɣəlˈaːʐ
غلاظات	ɣˌəlaːʐˈaːt
غلاظت	ɣəlˈaːʐət
غلاظتوں	ɣəlˈaːʐtˌõː
غلاظتی	ɣəlˈaːʐtˌiː
غلاظتیں	ɣəlˈaːʐtˌẽː
غلاف	ɣəlˈaːf
غلافا	ɣəlˈaːfaː
غلافائی	ɣˌəlaːfˈaːi
غلافائیاں	ɣˌəlaːfˈaːjãː
غلافتا	ɣəlˈaːftˌaː
غلافتی	ɣəlˈaːftˌiː
غلافتیں	ɣəlˈaːftˌẽː
غلافتے	ɣəlˈaːftˌeː
غلافنا	ɣəlˈaːfnˌaː
غلافنے	ɣəlˈaːfnˌeː
غلافوں	ɣəlˈaːfõː
